1,6.1101
1,5.5277
1,8.5186
1,7.0032
1,5.8598
1,8.3829
1,7.4764
1,8.5781
1,6.4862
1,5.0546
1,5.7107
1,14.164
1,5.734
1,8.4084
1,5.6407
1,5.3794
1,6.3654
1,5.1301
1,6.4296
1,7.0708
1,6.1891
1,20.27
1,5.4901
1,6.3261
1,5.5649
1,18.945
1,12.828
1,10.957
1,13.176
1,22.203
1,5.2524
1,6.5894
1,9.2482
1,5.8918
1,8.2111
1,7.9334
1,8.0959
1,5.6063
1,12.836
1,6.3534
1,5.4069
1,6.8825
1,11.708
1,5.7737
1,7.8247
1,7.0931
1,5.0702
1,5.8014
1,11.7
1,5.5416
1,7.5402
1,5.3077
1,7.4239
1,7.6031
1,6.3328
1,6.3589
1,6.2742
1,5.6397
1,9.3102
1,9.4536
1,8.8254
1,5.1793
1,21.279
1,14.908
1,18.959
1,7.2182
1,8.2951
1,10.236
1,5.4994
1,20.341
1,10.136
1,7.3345
1,6.0062
1,7.2259
1,5.0269
1,6.5479
1,7.5386
1,5.0365
1,10.274
1,5.1077
1,5.7292
1,5.1884
1,6.3557
1,9.7687
1,6.5159
1,8.5172
1,9.1802
1,6.002
1,5.5204
1,5.0594
1,5.7077
1,7.6366
1,5.8707
1,5.3054
1,8.2934
1,13.394
1,5.4369
