1,6.1101,6.1101
1,6.1101,6.1101
1,6.1101,6.1101
1,6.1101,6.1101
1,6.1101,6.1101
1,5.5277,5.5277
1,5.5277,5.5277
1,5.5277,5.5277
1,5.5277,5.5277
1,5.5277,5.5277
1,8.5186,8.5186
1,8.5186,8.5186
1,8.5186,8.5186
1,8.5186,8.5186
1,8.5186,8.5186
1,7.0032,7.0032
1,7.0032,7.0032
1,7.0032,7.0032
1,7.0032,7.0032
1,7.0032,7.0032
1,5.8598,5.8598
1,5.8598,5.8598
1,5.8598,5.8598
1,5.8598,5.8598
1,5.8598,5.8598
1,8.3829,8.3829
1,8.3829,8.3829
1,8.3829,8.3829
1,8.3829,8.3829
1,8.3829,8.3829
1,7.4764,7.4764
1,7.4764,7.4764
1,7.4764,7.4764
1,7.4764,7.4764
1,7.4764,7.4764
1,8.5781,8.5781
1,8.5781,8.5781
1,8.5781,8.5781
1,8.5781,8.5781
1,8.5781,8.5781
1,6.4862,6.4862
1,6.4862,6.4862
1,6.4862,6.4862
1,6.4862,6.4862
1,6.4862,6.4862
1,5.0546,5.0546
1,5.0546,5.0546
1,5.0546,5.0546
1,5.0546,5.0546
1,5.0546,5.0546
1,5.7107,5.7107
1,5.7107,5.7107
1,5.7107,5.7107
1,5.7107,5.7107
1,5.7107,5.7107
1,14.164,14.164
1,14.164,14.164
1,14.164,14.164
1,14.164,14.164
1,14.164,14.164
1,5.734,5.734
1,5.734,5.734
1,5.734,5.734
1,5.734,5.734
1,5.734,5.734
1,8.4084,8.4084
1,8.4084,8.4084
1,8.4084,8.4084
1,8.4084,8.4084
1,8.4084,8.4084
1,5.6407,5.6407
1,5.6407,5.6407
1,5.6407,5.6407
1,5.6407,5.6407
1,5.6407,5.6407
1,5.3794,5.3794
1,5.3794,5.3794
1,5.3794,5.3794
1,5.3794,5.3794
1,5.3794,5.3794
1,6.3654,6.3654
1,6.3654,6.3654
1,6.3654,6.3654
1,6.3654,6.3654
1,6.3654,6.3654
1,5.1301,5.1301
1,5.1301,5.1301
1,5.1301,5.1301
1,5.1301,5.1301
1,5.1301,5.1301
1,6.4296,6.4296
1,6.4296,6.4296
1,6.4296,6.4296
1,6.4296,6.4296
1,6.4296,6.4296
1,7.0708,7.0708
1,7.0708,7.0708
1,7.0708,7.0708
1,7.0708,7.0708
1,7.0708,7.0708
1,6.1891,6.1891
1,6.1891,6.1891
1,6.1891,6.1891
1,6.1891,6.1891
1,6.1891,6.1891
1,20.27,20.27
1,20.27,20.27
1,20.27,20.27
1,20.27,20.27
1,20.27,20.27
1,5.4901,5.4901
1,5.4901,5.4901
1,5.4901,5.4901
1,5.4901,5.4901
1,5.4901,5.4901
1,6.3261,6.3261
1,6.3261,6.3261
1,6.3261,6.3261
1,6.3261,6.3261
1,6.3261,6.3261
1,5.5649,5.5649
1,5.5649,5.5649
1,5.5649,5.5649
1,5.5649,5.5649
1,5.5649,5.5649
1,18.945,18.945
1,18.945,18.945
1,18.945,18.945
1,18.945,18.945
1,18.945,18.945
1,12.828,12.828
1,12.828,12.828
1,12.828,12.828
1,12.828,12.828
1,12.828,12.828
1,10.957,10.957
1,10.957,10.957
1,10.957,10.957
1,10.957,10.957
1,10.957,10.957
1,13.176,13.176
1,13.176,13.176
1,13.176,13.176
1,13.176,13.176
1,13.176,13.176
1,22.203,22.203
1,22.203,22.203
1,22.203,22.203
1,22.203,22.203
1,22.203,22.203
1,5.2524,5.2524
1,5.2524,5.2524
1,5.2524,5.2524
1,5.2524,5.2524
1,5.2524,5.2524
1,6.5894,6.5894
1,6.5894,6.5894
1,6.5894,6.5894
1,6.5894,6.5894
